0/45500 (epoch 0), train_loss = 11.257, time/batch = 6.570
20750/45500 (epoch 22), train_loss = 2.746, time/batch = 6.479
20800/45500 (epoch 22), train_loss = 2.909, time/batch = 6.456
20850/45500 (epoch 22), train_loss = 3.035, time/batch = 6.453
20900/45500 (epoch 22), train_loss = 3.062, time/batch = 6.455
20950/45500 (epoch 23), train_loss = 2.902, time/batch = 6.512
21000/45500 (epoch 23), train_loss = 3.088, time/batch = 6.455
model saved to save/model.ckpt
21050/45500 (epoch 23), train_loss = 3.148, time/batch = 6.469
21100/45500 (epoch 23), train_loss = 2.622, time/batch = 6.456
21150/45500 (epoch 23), train_loss = 3.210, time/batch = 6.427
21200/45500 (epoch 23), train_loss = 2.956, time/batch = 6.464
21250/45500 (epoch 23), train_loss = 3.141, time/batch = 6.437
21300/45500 (epoch 23), train_loss = 2.978, time/batch = 6.653
21350/45500 (epoch 23), train_loss = 2.588, time/batch = 6.438
21400/45500 (epoch 23), train_loss = 2.799, time/batch = 6.458
21450/45500 (epoch 23), train_loss = 2.963, time/batch = 6.430
21500/45500 (epoch 23), train_loss = 2.770, time/batch = 6.488
21550/45500 (epoch 23), train_loss = 2.379, time/batch = 6.463
21600/45500 (epoch 23), train_loss = 2.782, time/batch = 6.491
21650/45500 (epoch 23), train_loss = 2.745, time/batch = 6.461
21700/45500 (epoch 23), train_loss = 3.011, time/batch = 6.449
21750/45500 (epoch 23), train_loss = 2.768, time/batch = 6.455
21800/45500 (epoch 23), train_loss = 2.732, time/batch = 6.464
21850/45500 (epoch 24), train_loss = 2.655, time/batch = 6.461
21900/45500 (epoch 24), train_loss = 3.027, time/batch = 6.465
21950/45500 (epoch 24), train_loss = 3.162, time/batch = 6.497
22000/45500 (epoch 24), train_loss = 2.599, time/batch = 6.459
model saved to save/model.ckpt
22050/45500 (epoch 24), train_loss = 3.083, time/batch = 6.433
22100/45500 (epoch 24), train_loss = 3.032, time/batch = 6.458
22150/45500 (epoch 24), train_loss = 2.832, time/batch = 6.433
22200/45500 (epoch 24), train_loss = 2.754, time/batch = 6.442
22250/45500 (epoch 24), train_loss = 2.899, time/batch = 6.487
22300/45500 (epoch 24), train_loss = 2.758, time/batch = 6.474
22350/45500 (epoch 24), train_loss = 3.045, time/batch = 6.455
22400/45500 (epoch 24), train_loss = 2.812, time/batch = 6.428
22450/45500 (epoch 24), train_loss = 2.675, time/batch = 6.456
22500/45500 (epoch 24), train_loss = 2.622, time/batch = 6.485
22550/45500 (epoch 24), train_loss = 3.043, time/batch = 6.485
22600/45500 (epoch 24), train_loss = 2.670, time/batch = 6.488
22650/45500 (epoch 24), train_loss = 2.842, time/batch = 6.457
22700/45500 (epoch 24), train_loss = 2.942, time/batch = 6.485
22750/45500 (epoch 25), train_loss = 2.401, time/batch = 6.513
22800/45500 (epoch 25), train_loss = 2.990, time/batch = 6.504
22850/45500 (epoch 25), train_loss = 2.699, time/batch = 6.497
22900/45500 (epoch 25), train_loss = 2.660, time/batch = 6.476
22950/45500 (epoch 25), train_loss = 2.827, time/batch = 6.484
23000/45500 (epoch 25), train_loss = 2.995, time/batch = 6.469
model saved to save/model.ckpt
23050/45500 (epoch 25), train_loss = 2.663, time/batch = 6.446
23100/45500 (epoch 25), train_loss = 2.684, time/batch = 6.449
23150/45500 (epoch 25), train_loss = 2.760, time/batch = 6.432
23200/45500 (epoch 25), train_loss = 2.752, time/batch = 6.467
23250/45500 (epoch 25), train_loss = 2.726, time/batch = 6.493
23300/45500 (epoch 25), train_loss = 2.897, time/batch = 6.470
23350/45500 (epoch 25), train_loss = 2.696, time/batch = 6.494
23400/45500 (epoch 25), train_loss = 2.735, time/batch = 6.425
23450/45500 (epoch 25), train_loss = 2.849, time/batch = 6.502
23500/45500 (epoch 25), train_loss = 2.689, time/batch = 6.459
23550/45500 (epoch 25), train_loss = 3.109, time/batch = 6.451
23600/45500 (epoch 25), train_loss = 2.854, time/batch = 6.449
23650/45500 (epoch 25), train_loss = 2.938, time/batch = 6.446
23700/45500 (epoch 26), train_loss = 2.879, time/batch = 6.460
23750/45500 (epoch 26), train_loss = 2.804, time/batch = 6.452
23800/45500 (epoch 26), train_loss = 2.825, time/batch = 6.461
23850/45500 (epoch 26), train_loss = 2.869, time/batch = 6.498
23900/45500 (epoch 26), train_loss = 2.882, time/batch = 6.479
23950/45500 (epoch 26), train_loss = 3.029, time/batch = 6.482
24000/45500 (epoch 26), train_loss = 2.605, time/batch = 6.451
model saved to save/model.ckpt
24050/45500 (epoch 26), train_loss = 2.783, time/batch = 6.454
24100/45500 (epoch 26), train_loss = 2.803, time/batch = 6.478
24150/45500 (epoch 26), train_loss = 2.664, time/batch = 6.445
24200/45500 (epoch 26), train_loss = 2.683, time/batch = 6.483
24250/45500 (epoch 26), train_loss = 2.736, time/batch = 6.466
24300/45500 (epoch 26), train_loss = 2.556, time/batch = 6.434
24350/45500 (epoch 26), train_loss = 2.782, time/batch = 6.560
24400/45500 (epoch 26), train_loss = 2.796, time/batch = 6.499
24450/45500 (epoch 26), train_loss = 2.780, time/batch = 6.469
24500/45500 (epoch 26), train_loss = 2.653, time/batch = 6.468
24550/45500 (epoch 26), train_loss = 2.618, time/batch = 6.481
24600/45500 (epoch 27), train_loss = 2.725, time/batch = 6.451
24650/45500 (epoch 27), train_loss = 2.553, time/batch = 6.441
24700/45500 (epoch 27), train_loss = 2.786, time/batch = 6.468
24750/45500 (epoch 27), train_loss = 2.652, time/batch = 6.465
24800/45500 (epoch 27), train_loss = 2.581, time/batch = 6.471
24850/45500 (epoch 27), train_loss = 2.928, time/batch = 6.497
24900/45500 (epoch 27), train_loss = 2.588, time/batch = 6.481
24950/45500 (epoch 27), train_loss = 2.502, time/batch = 6.463
25000/45500 (epoch 27), train_loss = 2.700, time/batch = 6.241
model saved to save/model.ckpt
25050/45500 (epoch 27), train_loss = 2.338, time/batch = 6.177
25100/45500 (epoch 27), train_loss = 2.509, time/batch = 6.177
25150/45500 (epoch 27), train_loss = 2.626, time/batch = 6.238
25200/45500 (epoch 27), train_loss = 2.023, time/batch = 6.449
25250/45500 (epoch 27), train_loss = 2.502, time/batch = 6.480
25300/45500 (epoch 27), train_loss = 2.447, time/batch = 6.530
25350/45500 (epoch 27), train_loss = 2.635, time/batch = 6.520
25400/45500 (epoch 27), train_loss = 2.798, time/batch = 6.520
25450/45500 (epoch 27), train_loss = 2.771, time/batch = 6.516
25500/45500 (epoch 28), train_loss = 2.660, time/batch = 6.535
25550/45500 (epoch 28), train_loss = 2.866, time/batch = 6.531
25600/45500 (epoch 28), train_loss = 2.850, time/batch = 6.497
25650/45500 (epoch 28), train_loss = 2.300, time/batch = 6.485
25700/45500 (epoch 28), train_loss = 3.052, time/batch = 6.456
25750/45500 (epoch 28), train_loss = 2.725, time/batch = 6.449
25800/45500 (epoch 28), train_loss = 2.908, time/batch = 6.526
25850/45500 (epoch 28), train_loss = 2.725, time/batch = 6.484
25900/45500 (epoch 28), train_loss = 2.351, time/batch = 6.500
25950/45500 (epoch 28), train_loss = 2.577, time/batch = 6.514
26000/45500 (epoch 28), train_loss = 2.744, time/batch = 6.523
model saved to save/model.ckpt
26050/45500 (epoch 28), train_loss = 2.480, time/batch = 6.471
26100/45500 (epoch 28), train_loss = 2.165, time/batch = 6.443
26150/45500 (epoch 28), train_loss = 2.587, time/batch = 6.481
26200/45500 (epoch 28), train_loss = 2.505, time/batch = 6.465
26250/45500 (epoch 28), train_loss = 2.859, time/batch = 6.438
26300/45500 (epoch 28), train_loss = 2.589, time/batch = 6.454
26350/45500 (epoch 28), train_loss = 2.489, time/batch = 6.479
26400/45500 (epoch 29), train_loss = 2.414, time/batch = 6.439
26450/45500 (epoch 29), train_loss = 2.802, time/batch = 6.472
26500/45500 (epoch 29), train_loss = 2.942, time/batch = 6.452
26550/45500 (epoch 29), train_loss = 2.374, time/batch = 6.478
26600/45500 (epoch 29), train_loss = 2.723, time/batch = 6.467
26650/45500 (epoch 29), train_loss = 2.799, time/batch = 6.496
26700/45500 (epoch 29), train_loss = 2.574, time/batch = 6.507
26750/45500 (epoch 29), train_loss = 2.514, time/batch = 6.513
26800/45500 (epoch 29), train_loss = 2.680, time/batch = 6.481
26850/45500 (epoch 29), train_loss = 2.579, time/batch = 6.453
26900/45500 (epoch 29), train_loss = 2.782, time/batch = 6.468
26950/45500 (epoch 29), train_loss = 2.558, time/batch = 6.479
27000/45500 (epoch 29), train_loss = 2.431, time/batch = 6.440
model saved to save/model.ckpt
27050/45500 (epoch 29), train_loss = 2.418, time/batch = 6.474
27100/45500 (epoch 29), train_loss = 2.823, time/batch = 6.454
27150/45500 (epoch 29), train_loss = 2.537, time/batch = 6.424
27200/45500 (epoch 29), train_loss = 2.614, time/batch = 6.508
27250/45500 (epoch 29), train_loss = 2.699, time/batch = 6.479
27300/45500 (epoch 30), train_loss = 2.080, time/batch = 6.477
27350/45500 (epoch 30), train_loss = 2.748, time/batch = 6.465
27400/45500 (epoch 30), train_loss = 2.428, time/batch = 6.475
27450/45500 (epoch 30), train_loss = 2.451, time/batch = 6.466
27500/45500 (epoch 30), train_loss = 2.706, time/batch = 6.474
27550/45500 (epoch 30), train_loss = 2.696, time/batch = 6.452
27600/45500 (epoch 30), train_loss = 2.457, time/batch = 6.436
27650/45500 (epoch 30), train_loss = 2.467, time/batch = 6.468
27700/45500 (epoch 30), train_loss = 2.578, time/batch = 6.473
27750/45500 (epoch 30), train_loss = 2.547, time/batch = 6.480
27800/45500 (epoch 30), train_loss = 2.526, time/batch = 6.455
27850/45500 (epoch 30), train_loss = 2.720, time/batch = 6.482
27900/45500 (epoch 30), train_loss = 2.524, time/batch = 6.445
27950/45500 (epoch 30), train_loss = 2.569, time/batch = 6.440
28000/45500 (epoch 30), train_loss = 2.734, time/batch = 6.486
model saved to save/model.ckpt
28050/45500 (epoch 30), train_loss = 2.490, time/batch = 6.452
28100/45500 (epoch 30), train_loss = 2.906, time/batch = 6.511
28150/45500 (epoch 30), train_loss = 2.668, time/batch = 6.492
28200/45500 (epoch 30), train_loss = 2.767, time/batch = 6.438
28250/45500 (epoch 31), train_loss = 2.693, time/batch = 6.468
28300/45500 (epoch 31), train_loss = 2.565, time/batch = 6.441
28350/45500 (epoch 31), train_loss = 2.618, time/batch = 6.521
28400/45500 (epoch 31), train_loss = 2.602, time/batch = 6.503
28450/45500 (epoch 31), train_loss = 2.645, time/batch = 6.508
28500/45500 (epoch 31), train_loss = 2.885, time/batch = 6.512
28550/45500 (epoch 31), train_loss = 2.403, time/batch = 6.506
28600/45500 (epoch 31), train_loss = 2.592, time/batch = 6.528
28650/45500 (epoch 31), train_loss = 2.612, time/batch = 6.502
28700/45500 (epoch 31), train_loss = 2.470, time/batch = 6.490
28750/45500 (epoch 31), train_loss = 2.504, time/batch = 6.514
28800/45500 (epoch 31), train_loss = 2.570, time/batch = 6.474
28850/45500 (epoch 31), train_loss = 2.341, time/batch = 6.516
28900/45500 (epoch 31), train_loss = 2.582, time/batch = 6.508
28950/45500 (epoch 31), train_loss = 2.591, time/batch = 6.506
29000/45500 (epoch 31), train_loss = 2.525, time/batch = 6.458
model saved to save/model.ckpt
29050/45500 (epoch 31), train_loss = 2.476, time/batch = 6.483
29100/45500 (epoch 31), train_loss = 2.439, time/batch = 6.508
29150/45500 (epoch 32), train_loss = 2.546, time/batch = 6.437
29200/45500 (epoch 32), train_loss = 2.377, time/batch = 6.462
29250/45500 (epoch 32), train_loss = 2.637, time/batch = 6.424
29300/45500 (epoch 32), train_loss = 2.434, time/batch = 6.454
29350/45500 (epoch 32), train_loss = 2.431, time/batch = 6.463
29400/45500 (epoch 32), train_loss = 2.761, time/batch = 6.436
29450/45500 (epoch 32), train_loss = 2.470, time/batch = 6.483
29500/45500 (epoch 32), train_loss = 2.250, time/batch = 6.440
29550/45500 (epoch 32), train_loss = 2.534, time/batch = 6.447
29600/45500 (epoch 32), train_loss = 2.156, time/batch = 6.471
29650/45500 (epoch 32), train_loss = 2.322, time/batch = 6.481
29700/45500 (epoch 32), train_loss = 2.374, time/batch = 6.454
29750/45500 (epoch 32), train_loss = 1.928, time/batch = 6.443
29800/45500 (epoch 32), train_loss = 2.327, time/batch = 6.608
29850/45500 (epoch 32), train_loss = 2.264, time/batch = 6.486
29900/45500 (epoch 32), train_loss = 2.507, time/batch = 6.447
29950/45500 (epoch 32), train_loss = 2.691, time/batch = 6.471
30000/45500 (epoch 32), train_loss = 2.532, time/batch = 6.536
model saved to save/model.ckpt
30050/45500 (epoch 33), train_loss = 2.446, time/batch = 6.484
30100/45500 (epoch 33), train_loss = 2.758, time/batch = 6.513
30150/45500 (epoch 33), train_loss = 2.675, time/batch = 6.502
30200/45500 (epoch 33), train_loss = 2.097, time/batch = 6.477
30250/45500 (epoch 33), train_loss = 2.804, time/batch = 6.499
30300/45500 (epoch 33), train_loss = 2.496, time/batch = 6.502
30350/45500 (epoch 33), train_loss = 2.755, time/batch = 6.518
30400/45500 (epoch 33), train_loss = 2.520, time/batch = 6.453
30450/45500 (epoch 33), train_loss = 2.246, time/batch = 6.476
30500/45500 (epoch 33), train_loss = 2.396, time/batch = 6.457
30550/45500 (epoch 33), train_loss = 2.511, time/batch = 6.429
30600/45500 (epoch 33), train_loss = 2.286, time/batch = 6.445
30650/45500 (epoch 33), train_loss = 1.983, time/batch = 6.498
30700/45500 (epoch 33), train_loss = 2.396, time/batch = 6.505
30750/45500 (epoch 33), train_loss = 2.330, time/batch = 6.494
30800/45500 (epoch 33), train_loss = 2.679, time/batch = 6.463
30850/45500 (epoch 33), train_loss = 2.394, time/batch = 6.472
30900/45500 (epoch 33), train_loss = 2.325, time/batch = 6.448
30950/45500 (epoch 34), train_loss = 2.285, time/batch = 6.476
31000/45500 (epoch 34), train_loss = 2.616, time/batch = 6.482
model saved to save/model.ckpt
31050/45500 (epoch 34), train_loss = 2.768, time/batch = 6.470
31100/45500 (epoch 34), train_loss = 2.258, time/batch = 6.473
31150/45500 (epoch 34), train_loss = 2.651, time/batch = 6.483
31200/45500 (epoch 34), train_loss = 2.559, time/batch = 6.470
31250/45500 (epoch 34), train_loss = 2.475, time/batch = 6.483
31300/45500 (epoch 34), train_loss = 2.316, time/batch = 6.447
31350/45500 (epoch 34), train_loss = 2.504, time/batch = 6.533
31400/45500 (epoch 34), train_loss = 2.396, time/batch = 6.487
31450/45500 (epoch 34), train_loss = 2.592, time/batch = 6.477
31500/45500 (epoch 34), train_loss = 2.390, time/batch = 6.508
31550/45500 (epoch 34), train_loss = 2.316, time/batch = 6.488
31600/45500 (epoch 34), train_loss = 2.231, time/batch = 6.519
31650/45500 (epoch 34), train_loss = 2.678, time/batch = 6.451
31700/45500 (epoch 34), train_loss = 2.382, time/batch = 6.444
31750/45500 (epoch 34), train_loss = 2.423, time/batch = 6.463
31800/45500 (epoch 34), train_loss = 2.492, time/batch = 6.528
31850/45500 (epoch 35), train_loss = 1.889, time/batch = 6.432
31900/45500 (epoch 35), train_loss = 2.627, time/batch = 6.484
31950/45500 (epoch 35), train_loss = 2.226, time/batch = 6.471
32000/45500 (epoch 35), train_loss = 2.287, time/batch = 6.475
model saved to save/model.ckpt
32050/45500 (epoch 35), train_loss = 2.465, time/batch = 6.457
32100/45500 (epoch 35), train_loss = 2.511, time/batch = 6.487
32150/45500 (epoch 35), train_loss = 2.292, time/batch = 6.496
32200/45500 (epoch 35), train_loss = 2.317, time/batch = 6.436
32250/45500 (epoch 35), train_loss = 2.341, time/batch = 6.488
32300/45500 (epoch 35), train_loss = 2.377, time/batch = 6.442
32350/45500 (epoch 35), train_loss = 2.336, time/batch = 6.473
32400/45500 (epoch 35), train_loss = 2.549, time/batch = 6.500
32450/45500 (epoch 35), train_loss = 2.373, time/batch = 6.426
32500/45500 (epoch 35), train_loss = 2.369, time/batch = 6.448
32550/45500 (epoch 35), train_loss = 2.521, time/batch = 6.491
32600/45500 (epoch 35), train_loss = 2.271, time/batch = 6.454
32650/45500 (epoch 35), train_loss = 2.717, time/batch = 6.510
32700/45500 (epoch 35), train_loss = 2.552, time/batch = 6.496
32750/45500 (epoch 35), train_loss = 2.553, time/batch = 6.460
32800/45500 (epoch 36), train_loss = 2.540, time/batch = 6.453
32850/45500 (epoch 36), train_loss = 2.428, time/batch = 6.454
32900/45500 (epoch 36), train_loss = 2.403, time/batch = 6.506
32950/45500 (epoch 36), train_loss = 2.383, time/batch = 6.486
33000/45500 (epoch 36), train_loss = 2.477, time/batch = 6.490
model saved to save/model.ckpt
33050/45500 (epoch 36), train_loss = 2.603, time/batch = 6.498
33100/45500 (epoch 36), train_loss = 2.300, time/batch = 6.503
33150/45500 (epoch 36), train_loss = 2.449, time/batch = 6.506
33200/45500 (epoch 36), train_loss = 2.502, time/batch = 6.501
33250/45500 (epoch 36), train_loss = 2.309, time/batch = 6.468
33300/45500 (epoch 36), train_loss = 2.291, time/batch = 6.460
33350/45500 (epoch 36), train_loss = 2.362, time/batch = 6.473
33400/45500 (epoch 36), train_loss = 2.260, time/batch = 6.465
33450/45500 (epoch 36), train_loss = 2.407, time/batch = 6.473
33500/45500 (epoch 36), train_loss = 2.405, time/batch = 6.488
33550/45500 (epoch 36), train_loss = 2.472, time/batch = 6.452
33600/45500 (epoch 36), train_loss = 2.331, time/batch = 6.489
33650/45500 (epoch 36), train_loss = 2.276, time/batch = 6.464
33700/45500 (epoch 37), train_loss = 2.384, time/batch = 6.492
33750/45500 (epoch 37), train_loss = 2.269, time/batch = 6.463
33800/45500 (epoch 37), train_loss = 2.433, time/batch = 6.473
33850/45500 (epoch 37), train_loss = 2.247, time/batch = 6.428
33900/45500 (epoch 37), train_loss = 2.360, time/batch = 6.466
33950/45500 (epoch 37), train_loss = 2.483, time/batch = 6.434
34000/45500 (epoch 37), train_loss = 2.363, time/batch = 6.460
model saved to save/model.ckpt
34050/45500 (epoch 37), train_loss = 2.092, time/batch = 6.435
34100/45500 (epoch 37), train_loss = 2.337, time/batch = 6.483
34150/45500 (epoch 37), train_loss = 2.009, time/batch = 6.505
34200/45500 (epoch 37), train_loss = 2.145, time/batch = 6.472
34250/45500 (epoch 37), train_loss = 2.238, time/batch = 6.494
34300/45500 (epoch 37), train_loss = 1.762, time/batch = 6.417
34350/45500 (epoch 37), train_loss = 2.170, time/batch = 6.473
34400/45500 (epoch 37), train_loss = 2.108, time/batch = 6.506
34450/45500 (epoch 37), train_loss = 2.343, time/batch = 6.459
34500/45500 (epoch 37), train_loss = 2.495, time/batch = 6.460
34550/45500 (epoch 37), train_loss = 2.370, time/batch = 6.445
34600/45500 (epoch 38), train_loss = 2.240, time/batch = 6.465
34650/45500 (epoch 38), train_loss = 2.554, time/batch = 6.463
34700/45500 (epoch 38), train_loss = 2.487, time/batch = 6.496
34750/45500 (epoch 38), train_loss = 2.003, time/batch = 6.496
34800/45500 (epoch 38), train_loss = 2.706, time/batch = 6.521
34850/45500 (epoch 38), train_loss = 2.330, time/batch = 6.508
34900/45500 (epoch 38), train_loss = 2.632, time/batch = 6.475
34950/45500 (epoch 38), train_loss = 2.363, time/batch = 6.521
35000/45500 (epoch 38), train_loss = 2.096, time/batch = 6.514
model saved to save/model.ckpt
35050/45500 (epoch 38), train_loss = 2.241, time/batch = 6.530
35100/45500 (epoch 38), train_loss = 2.346, time/batch = 6.468
35150/45500 (epoch 38), train_loss = 2.116, time/batch = 6.463
35200/45500 (epoch 38), train_loss = 1.834, time/batch = 6.456
35250/45500 (epoch 38), train_loss = 2.260, time/batch = 6.466
35300/45500 (epoch 38), train_loss = 2.162, time/batch = 6.488
35350/45500 (epoch 38), train_loss = 2.526, time/batch = 6.476
35400/45500 (epoch 38), train_loss = 2.227, time/batch = 6.458
35450/45500 (epoch 38), train_loss = 2.192, time/batch = 6.464
35500/45500 (epoch 39), train_loss = 2.127, time/batch = 6.469
35550/45500 (epoch 39), train_loss = 2.507, time/batch = 6.473
35600/45500 (epoch 39), train_loss = 2.598, time/batch = 6.450
35650/45500 (epoch 39), train_loss = 2.102, time/batch = 6.467
35700/45500 (epoch 39), train_loss = 2.384, time/batch = 6.453
35750/45500 (epoch 39), train_loss = 2.416, time/batch = 6.464
35800/45500 (epoch 39), train_loss = 2.315, time/batch = 6.473
35850/45500 (epoch 39), train_loss = 2.201, time/batch = 6.459
35900/45500 (epoch 39), train_loss = 2.374, time/batch = 6.476
35950/45500 (epoch 39), train_loss = 2.261, time/batch = 6.451
36000/45500 (epoch 39), train_loss = 2.442, time/batch = 6.460
model saved to save/model.ckpt
36050/45500 (epoch 39), train_loss = 2.267, time/batch = 6.471
36100/45500 (epoch 39), train_loss = 2.108, time/batch = 6.414
36150/45500 (epoch 39), train_loss = 2.135, time/batch = 6.510
36200/45500 (epoch 39), train_loss = 2.528, time/batch = 6.457
36250/45500 (epoch 39), train_loss = 2.155, time/batch = 6.476
36300/45500 (epoch 39), train_loss = 2.295, time/batch = 7.936
36350/45500 (epoch 39), train_loss = 2.329, time/batch = 6.444
36400/45500 (epoch 40), train_loss = 1.669, time/batch = 6.447
36450/45500 (epoch 40), train_loss = 2.457, time/batch = 6.459
36500/45500 (epoch 40), train_loss = 2.090, time/batch = 6.515
36550/45500 (epoch 40), train_loss = 2.140, time/batch = 6.507
36600/45500 (epoch 40), train_loss = 2.195, time/batch = 6.496
36650/45500 (epoch 40), train_loss = 2.348, time/batch = 6.495
36700/45500 (epoch 40), train_loss = 2.127, time/batch = 6.535
36750/45500 (epoch 40), train_loss = 2.170, time/batch = 6.538
36800/45500 (epoch 40), train_loss = 2.180, time/batch = 6.471
36850/45500 (epoch 40), train_loss = 2.304, time/batch = 6.477
36900/45500 (epoch 40), train_loss = 2.179, time/batch = 6.464
36950/45500 (epoch 40), train_loss = 2.460, time/batch = 6.488
37000/45500 (epoch 40), train_loss = 2.187, time/batch = 6.504
model saved to save/model.ckpt
37050/45500 (epoch 40), train_loss = 2.260, time/batch = 6.458
37100/45500 (epoch 40), train_loss = 2.387, time/batch = 6.453
37150/45500 (epoch 40), train_loss = 2.117, time/batch = 6.467
37200/45500 (epoch 40), train_loss = 2.622, time/batch = 6.456
37250/45500 (epoch 40), train_loss = 2.413, time/batch = 6.463
37300/45500 (epoch 40), train_loss = 2.416, time/batch = 6.474
37350/45500 (epoch 41), train_loss = 2.354, time/batch = 6.476
37400/45500 (epoch 41), train_loss = 2.341, time/batch = 6.459
37450/45500 (epoch 41), train_loss = 2.243, time/batch = 6.451
37500/45500 (epoch 41), train_loss = 2.193, time/batch = 6.481
37550/45500 (epoch 41), train_loss = 2.414, time/batch = 6.469
37600/45500 (epoch 41), train_loss = 2.437, time/batch = 6.470
37650/45500 (epoch 41), train_loss = 2.142, time/batch = 6.486
37700/45500 (epoch 41), train_loss = 2.289, time/batch = 6.466
37750/45500 (epoch 41), train_loss = 2.361, time/batch = 6.474
37800/45500 (epoch 41), train_loss = 2.196, time/batch = 6.452
37850/45500 (epoch 41), train_loss = 2.174, time/batch = 6.495
37900/45500 (epoch 41), train_loss = 2.232, time/batch = 6.473
37950/45500 (epoch 41), train_loss = 2.087, time/batch = 6.434
38000/45500 (epoch 41), train_loss = 2.264, time/batch = 6.437
model saved to save/model.ckpt
38050/45500 (epoch 41), train_loss = 2.263, time/batch = 6.457
38100/45500 (epoch 41), train_loss = 2.337, time/batch = 6.420
38150/45500 (epoch 41), train_loss = 2.153, time/batch = 6.431
38200/45500 (epoch 41), train_loss = 2.163, time/batch = 6.470
38250/45500 (epoch 42), train_loss = 2.197, time/batch = 6.479
38300/45500 (epoch 42), train_loss = 2.076, time/batch = 6.529
38350/45500 (epoch 42), train_loss = 2.289, time/batch = 6.543
38400/45500 (epoch 42), train_loss = 2.178, time/batch = 6.498
38450/45500 (epoch 42), train_loss = 2.220, time/batch = 6.527
38500/45500 (epoch 42), train_loss = 2.400, time/batch = 6.535
38550/45500 (epoch 42), train_loss = 2.205, time/batch = 6.500
38600/45500 (epoch 42), train_loss = 1.947, time/batch = 6.454
38650/45500 (epoch 42), train_loss = 2.315, time/batch = 6.477
38700/45500 (epoch 42), train_loss = 1.856, time/batch = 6.435
38750/45500 (epoch 42), train_loss = 2.032, time/batch = 6.493
38800/45500 (epoch 42), train_loss = 2.150, time/batch = 6.452
38850/45500 (epoch 42), train_loss = 1.678, time/batch = 6.430
38900/45500 (epoch 42), train_loss = 2.013, time/batch = 6.524
38950/45500 (epoch 42), train_loss = 1.942, time/batch = 6.490
39000/45500 (epoch 42), train_loss = 2.251, time/batch = 6.493
model saved to save/model.ckpt
39050/45500 (epoch 42), train_loss = 2.342, time/batch = 6.509
39100/45500 (epoch 42), train_loss = 2.178, time/batch = 6.489
39150/45500 (epoch 43), train_loss = 2.112, time/batch = 6.499
39200/45500 (epoch 43), train_loss = 2.437, time/batch = 6.511
39250/45500 (epoch 43), train_loss = 2.331, time/batch = 6.486
39300/45500 (epoch 43), train_loss = 1.842, time/batch = 6.450
39350/45500 (epoch 43), train_loss = 2.523, time/batch = 6.470
39400/45500 (epoch 43), train_loss = 2.190, time/batch = 6.462
39450/45500 (epoch 43), train_loss = 2.479, time/batch = 6.471
39500/45500 (epoch 43), train_loss = 2.255, time/batch = 6.472
39550/45500 (epoch 43), train_loss = 2.012, time/batch = 6.435
39600/45500 (epoch 43), train_loss = 2.114, time/batch = 6.507
39650/45500 (epoch 43), train_loss = 2.222, time/batch = 6.448
39700/45500 (epoch 43), train_loss = 2.059, time/batch = 6.437
39750/45500 (epoch 43), train_loss = 1.684, time/batch = 6.463
39800/45500 (epoch 43), train_loss = 2.158, time/batch = 6.463
39850/45500 (epoch 43), train_loss = 2.063, time/batch = 6.470
39900/45500 (epoch 43), train_loss = 2.372, time/batch = 6.455
39950/45500 (epoch 43), train_loss = 2.138, time/batch = 6.480
40000/45500 (epoch 43), train_loss = 2.056, time/batch = 6.430
model saved to save/model.ckpt
40050/45500 (epoch 44), train_loss = 2.041, time/batch = 6.450
40100/45500 (epoch 44), train_loss = 2.386, time/batch = 6.473
40150/45500 (epoch 44), train_loss = 2.460, time/batch = 6.458
40200/45500 (epoch 44), train_loss = 1.991, time/batch = 6.472
40250/45500 (epoch 44), train_loss = 2.204, time/batch = 6.490
40300/45500 (epoch 44), train_loss = 2.219, time/batch = 6.509
40350/45500 (epoch 44), train_loss = 2.148, time/batch = 6.490
40400/45500 (epoch 44), train_loss = 2.069, time/batch = 6.519
40450/45500 (epoch 44), train_loss = 2.217, time/batch = 6.523
40500/45500 (epoch 44), train_loss = 2.228, time/batch = 6.474
40550/45500 (epoch 44), train_loss = 2.302, time/batch = 6.456
40600/45500 (epoch 44), train_loss = 2.215, time/batch = 6.469
40650/45500 (epoch 44), train_loss = 1.958, time/batch = 6.498
40700/45500 (epoch 44), train_loss = 2.089, time/batch = 6.503
40750/45500 (epoch 44), train_loss = 2.398, time/batch = 6.508
40800/45500 (epoch 44), train_loss = 2.056, time/batch = 6.487
40850/45500 (epoch 44), train_loss = 2.220, time/batch = 6.475
40900/45500 (epoch 44), train_loss = 2.241, time/batch = 6.468
40950/45500 (epoch 45), train_loss = 1.545, time/batch = 6.468
41000/45500 (epoch 45), train_loss = 2.321, time/batch = 6.478
model saved to save/model.ckpt
41050/45500 (epoch 45), train_loss = 1.995, time/batch = 6.448
41100/45500 (epoch 45), train_loss = 2.031, time/batch = 6.478
41150/45500 (epoch 45), train_loss = 2.162, time/batch = 6.541
41200/45500 (epoch 45), train_loss = 2.354, time/batch = 6.535
41250/45500 (epoch 45), train_loss = 2.075, time/batch = 6.525
41300/45500 (epoch 45), train_loss = 2.083, time/batch = 6.594
41350/45500 (epoch 45), train_loss = 2.051, time/batch = 6.505
41400/45500 (epoch 45), train_loss = 2.095, time/batch = 6.464
41450/45500 (epoch 45), train_loss = 2.092, time/batch = 6.497
